,target
154,0.012005353451207512
155,0.012005353451207512
156,0.012005353451207512
157,0.012005353451207512
158,0.012005353451207512
159,0.012005353451207512
160,0.012005353451207512
161,0.012005353451207512
162,0.012005353451207512
163,0.012005353451207512
164,0.012005353451207512
165,0.012005353451207512
166,0.012005353451207512
167,0.012005353451207512
168,0.012005353451207512
169,0.012005353451207512
170,0.012005353451207512
171,0.012005353451207512
172,0.012005353451207512
173,0.012005353451207512
174,0.012005353451207512
175,0.012005353451207512
176,0.012005353451207512
177,0.012005353451207512
178,0.012005353451207512
179,0.012005353451207512
180,0.012005353451207512
181,0.012005353451207512
182,0.012005353451207512
183,0.012005353451207512
184,0.012005353451207512
185,0.012005353451207512
186,0.012005353451207512
187,0.012005353451207512
188,0.012005353451207512
189,0.012005353451207512
190,0.012005353451207512
191,0.012005353451207512
192,0.012005353451207512
193,0.012005353451207512
194,0.012005353451207512
195,0.012005353451207512
196,0.012005353451207512
197,0.012005353451207512
198,0.012005353451207512
199,0.012005353451207512
200,0.012005353451207512
201,0.012005353451207512
202,0.012005353451207512
203,0.012005353451207512
204,0.012005353451207512
205,0.012005353451207512
206,0.012005353451207512
207,0.012005353451207512
208,0.012005353451207512
209,0.012005353451207512
210,0.012005353451207512
211,0.012005353451207512
212,0.012005353451207512
213,0.012005353451207512
214,0.012005353451207512
215,0.012005353451207512
216,0.012005353451207512
217,0.012005353451207512
218,0.012005353451207512
219,0.012005353451207512
220,0.012005353451207512
221,0.012005353451207512
222,0.012005353451207512
223,0.012005353451207512
224,0.012005353451207512
225,0.012005353451207512
226,0.012005353451207512
227,0.012005353451207512
228,0.012005353451207512
229,0.012005353451207512
230,0.012005353451207512
231,0.012005353451207512
232,0.012005353451207512
233,0.012005353451207512
234,0.012005353451207512
235,0.012005353451207512
236,0.012005353451207512
237,0.012005353451207512
238,0.012005353451207512
239,0.012005353451207512
240,0.012005353451207512
241,0.012005353451207512
242,0.012005353451207512
243,0.012005353451207512
244,0.012005353451207512
245,0.012005353451207512
246,0.012005353451207512
247,0.012005353451207512
248,0.012005353451207512
249,0.012005353451207512
250,0.012005353451207512
251,0.012005353451207512
252,0.012005353451207512
253,0.012005353451207512
254,0.012005353451207512
255,0.012005353451207512
256,0.012005353451207512
257,0.012005353451207512
258,0.012005353451207512
259,0.012005353451207512
260,0.012005353451207512
261,0.012005353451207512
262,0.012005353451207512
263,0.012005353451207512
264,0.012005353451207512
265,0.012005353451207512
266,0.012005353451207512
267,0.012005353451207512
268,0.012005353451207512
269,0.012005353451207512
270,0.012005353451207512
271,0.012005353451207512
272,0.012005353451207512
273,0.012005353451207512
274,0.012005353451207512
275,0.012005353451207512
276,0.012005353451207512
277,0.012005353451207512
278,0.012005353451207512
279,0.012005353451207512
280,0.012005353451207512
281,0.012005353451207512
282,0.012005353451207512
283,0.012005353451207512
284,0.012005353451207512
285,0.012005353451207512
286,0.012005353451207512
287,0.012005353451207512
288,0.012005353451207512
289,0.012005353451207512
290,0.012005353451207512
291,0.012005353451207512
292,0.012005353451207512
293,0.012005353451207512
294,0.012005353451207512
295,0.012005353451207512
296,0.012005353451207512
297,0.012005353451207512
298,0.012005353451207512
299,0.012005353451207512
300,0.012005353451207512
301,0.012005353451207512
302,0.012005353451207512
303,0.012005353451207512
304,0.012005353451207512
305,0.012005353451207512
306,0.012005353451207512
307,0.012005353451207512
308,0.012005353451207512
309,0.012005353451207512
310,0.012005353451207512
311,0.012005353451207512
312,0.012005353451207512
313,0.012005353451207512
314,0.012005353451207512
315,0.012005353451207512
316,0.012005353451207512
317,0.012005353451207512
318,0.012005353451207512
319,0.012005353451207512
320,0.012005353451207512
321,0.012005353451207512
322,0.012005353451207512
323,0.012005353451207512
324,0.012005353451207512
325,0.012005353451207512
326,0.012005353451207512
327,0.012005353451207512
328,0.012005353451207512
329,0.012005353451207512
330,0.012005353451207512
331,0.012005353451207512
332,0.012005353451207512
333,0.012005353451207512
334,0.012005353451207512
335,0.012005353451207512
336,0.012005353451207512
337,0.012005353451207512
338,0.012005353451207512
339,0.012005353451207512
340,0.012005353451207512
341,0.012005353451207512
342,0.012005353451207512
343,0.012005353451207512
344,0.012005353451207512
345,0.012005353451207512
346,0.012005353451207512
347,0.012005353451207512
348,0.012005353451207512
349,0.012005353451207512
350,0.012005353451207512
351,0.012005353451207512
352,0.012005353451207512
353,0.012005353451207512
354,0.012005353451207512
355,0.012005353451207512
356,0.012005353451207512
357,0.012005353451207512
358,0.012005353451207512
359,0.012005353451207512
360,0.012005353451207512
361,0.012005353451207512
362,0.012005353451207512
363,0.012005353451207512
364,0.012005353451207512
365,0.012005353451207512
366,0.012005353451207512
367,0.012005353451207512
368,0.012005353451207512
369,0.012005353451207512
370,0.012005353451207512
371,0.012005353451207512
372,0.012005353451207512
373,0.012005353451207512
374,0.012005353451207512
375,0.012005353451207512
376,0.012005353451207512
377,0.012005353451207512
378,0.012005353451207512
379,0.012005353451207512
380,0.012005353451207512
381,0.012005353451207512
382,0.012005353451207512
383,0.012005353451207512
384,0.012005353451207512
385,0.012005353451207512
386,0.012005353451207512
387,0.012005353451207512
388,0.012005353451207512
389,0.012005353451207512
390,0.012005353451207512
391,0.012005353451207512
392,0.012005353451207512
393,0.012005353451207512
394,0.012005353451207512
395,0.012005353451207512
396,0.012005353451207512
397,0.012005353451207512
398,0.012005353451207512
399,0.012005353451207512
